Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,FL Shock,FR Shock,BrakePressFront,BrakePressRear,Steering AnglRaw,InlineAcc,LateralAcc,VerticalAcc,RollRate,PitchRate,YawRate,SteeringAngle,BRK PRESS F,BRK PRESS R,ECU THROTTLE
0,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.4375,-0.3472,1.9775,-32.5883,327.67,327.67,61.5
0.05,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.4375,-0.3472,1.9775,-32.5883,327.67,327.67,61.5
0.1,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.4375,-0.3472,1.9775,-32.5883,327.67,327.67,61.5
0.15,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.4375,-0.3472,1.9775,-32.5883,327.67,327.67,61.5
0.2,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.4375,-0.3472,1.9775,-32.5883,327.67,327.67,61.5
0.25,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.4375,-0.3472,1.9775,-32.5883,327.67,327.67,61.5
0.3,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.4375,-0.3472,1.9775,-32.5883,327.67,327.67,61.5
0.35,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.4375,-0.3472,1.9775,-32.5883,327.67,327.67,61.5
0.4,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.437,-0.3428,1.9785,-32.5883,327.67,327.67,61.5
0.45,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.3942,-0.2022,2.0246,-32.5883,327.67,327.67,61.5
0.5,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.3145,-0.2909,2.1177,-32.5883,327.67,327.67,61.5
0.55,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,1.0566,0.0259,-0.9692,2.2047,-0.6262,2.2171,-32.5883,327.67,327.67,61.5
0.6,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,0.8607,0.0144,-0.8951,2.0924,-1.0916,2.2396,-32.5883,327.67,327.67,61.5
0.65,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,-0.0266,0.0217,-0.9466,2.0601,-1.4339,2.189,-32.5883,327.67,327.67,61.5
0.7,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,-0.036,0.0275,-1.0857,2.1329,-1.4923,2.1202,-32.5883,327.67,327.67,61.5
0.75,5.553,14,0,0,-0.2315,-65.0372,0,208.4704,15.8,0.13,10000,44.49280578,-79.18132927,-9.1875,-1.6846,0.3679,0.3081,60.9688,0.457,-0.0142,-1.0555,2.2147,-1.3045,2.1041,-32.5883,327.67,327.67,61.5
0.8,6.0379,14,0.0061,0.1374,-0.1743,-64.8136,2.2365,208.4707,15.8,0.13,42.9675,44.492806,-79.1813299,-9.1875,-1.6846,0.3679,0.3081,60.9688,0.6981,-0.03,-1.1701,2.2261,-1.121,2.1825,-32.5883,327.67,327.67,61.5
0.85,6.9705,14,0.0179,0.4017,-0.0642,-64.3835,6.5375,208.4713,15.8,0.13,16.9698,44.49280644,-79.1813311,-9.793,-1.8516,0.3736,0.3057,61.0044,0.2354,-0.0807,-1.1105,2.1801,-0.9608,2.3457,-32.5915,327.67,327.67,61.5
0.9,7.9135,14,0.0232,0.5314,-0.0252,-64.0213,7.9229,208.4753,15.774,0.13,15.8965,44.49280694,-79.18133249,-11.0391,-2.3262,0.347,0.1421,61.4856,-0.0115,-0.1107,-0.993,2.0842,-0.7613,2.5771,-32.5968,327.67,327.67,62.2744
0.95,8.866,14,0.0224,0.537,-0.052,-63.7218,6.6172,208.4825,15.724,0.13,21.3243,44.49280751,-79.18133406,-11.582,-3.0605,-1.3987,-1.7907,60.2794,-0.4037,-0.1755,-0.9879,1.9923,-0.6967,3.0221,-32.589,327.67,327.67,63.2244
1,9.9105,14,0.0026,0.5659,-0.1151,-63.874,1.4724,208.482,15.7,0.13,107.127,44.49280815,-79.1813358,-13.5625,-4.1348,-0.5093,-1.1707,60.3063,-1.9987,-0.0962,-1.0636,1.8165,-1.2871,3.8487,-32.5827,327.67,327.67,64.4467
1.05,11.0399,14,-0.0346,0.6162,-0.212,-64.4434,-7.2162,208.4746,15.7,0.13,24.3489,44.49280884,-79.18133771,-12.9297,-2.5264,-3.8687,-3.5839,61.1856,-1.0688,-0.099,-1.051,1.7245,-2.2985,5.1398,-32.5904,327.67,327.67,66.4878
1.1,12.1247,14,-0.0051,0.6283,-0.2633,-64.1267,-2.5264,208.4658,15.674,0.13,76.3821,44.49280962,-79.18133973,-11.8984,-1.0039,-5.244,-4.524,61.1338,-0.1839,-0.061,-1.1398,2.1305,-2.5923,6.8326,-32.6023,327.67,327.67,71.4322
1.15,13.1683,14,0.0861,0.605,-0.2726,-62.9921,14.5126,208.4557,15.624,0.13,14.4413,44.49281046,-79.18134186,-15.7969,-7.8418,-4.8112,-4.3681,60.7794,-0.2769,0.0383,-1.2469,2.9188,-2.0856,8.6012,-32.5988,327.67,327.67,75.3267
1.2,14.2628,14,0.0969,0.6075,-0.2731,-62.4365,16.9015,208.4542,15.6,0.13,13.4308,44.4928114,-79.18134422,-11.7891,-2.3809,-4.2161,-3.6524,60.8381,-0.143,0.0516,-1.2218,3.4824,-1.4746,10.2422,-32.5888,327.67,327.67,77.7711
1.25,15.4044,14,0.0333,0.634,-0.2655,-62.4154,5.7673,208.4604,15.6,0.13,42.5104,44.49281241,-79.18134679,-20.0391,-14.4961,-2.9201,-2.7825,62.1081,0.303,-0.0137,-1.2102,3.4287,-1.1792,11.375,-32.5898,327.67,327.67,81.1111
1.3,16.5106,14,0.0201,0.6368,-0.2771,-62.1773,2.5922,208.4595,15.574,0.13,101.3708,44.49281349,-79.1813495,-12.7305,-3.5146,-3.5407,-3.157,60.39,0.5821,-0.1444,-0.8868,2.6855,-1.4443,11.3047,-32.5937,327.67,327.67,85
1.35,17.5842,14,0.0532,0.6179,-0.3064,-61.739,6.7641,208.4519,15.524,0.13,41.3744,44.49281463,-79.18135235,-12.0625,-4.6855,-5.4301,-4.7729,60.6662,0.613,-0.0815,-0.8731,1.6221,-2.4385,9.418,-32.5981,327.67,327.67,89.9822
1.4,18.5164,14,0.0316,0.571,-0.3214,-61.7424,4.2998,208.4487,15.5,0.13,68.5379,44.4928158,-79.1813553,-8.875,-1.1228,-3.5726,-3.1345,61.245,0.5043,0.0935,-1.0086,1.0898,-3.1641,6.1289,-32.6004,327.67,327.67,95.1122
1.45,19.318,14,-0.0406,0.4983,-0.3233,-62.1536,-4.2903,208.4496,15.5,0.13,71.6625,44.49281699,-79.18135834,-12.6953,-4.1201,-5.0722,-4.4777,60.2738,0.6171,0.1117,-1.3247,1.3472,-2.4199,2.5039,-32.5966,327.67,327.67,95.7233
1.5,20.071,14,-0.0621,0.4688,-0.2909,-62.5426,-6.8825,208.4524,15.5,0.13,46.4134,44.4928182,-79.18136155,-18.9766,-15.1523,-5.4753,-4.9741,61.6081,0.7179,-0.0179,-1.3881,1.8203,-0.4973,-0.5371,-32.5887,327.67,327.67,96.2733
1.55,20.779,14,-0.0368,0.4791,-0.227,-62.9111,-3.938,208.457,15.5,0.13,83.9777,44.49281942,-79.18136491,-20.6953,-17.1719,-5.345,-4.6055,61.3156,0.4642,-0.1892,-1.2138,1.8555,1.8276,-2.3418,-32.5836,327.67,327.67,96.6067
1.6,21.6599,14,-0.0266,0.4823,-0.1838,-63.1572,-2.6622,208.458,15.474,0.13,129.4882,44.4928207,-79.18136842,-22.125,-18.7344,-1.8218,-1.4935,60.7981,0.5744,-0.1802,-1.0961,1.5308,3.6932,-2.9576,-32.5818,327.67,327.67,96.9167
1.65,22.7005,14,-0.0305,0.4788,-0.1596,-63.2903,-2.9267,208.4557,15.424,0.13,123.4461,44.49282205,-79.18137207,-6.1699,-6.8398,-3.8957,-3.5463,59.6669,0.7985,-0.2042,-1.0207,1.3419,4.4293,-2.7549,-32.5851,327.67,327.67,97.1945
1.7,23.6574,14,-0.0232,0.4791,-0.1514,-63.2339,-2.1965,208.4557,15.4,0.13,171.4162,44.49282347,-79.18137584,-14.293,-12.9219,-4.7377,-3.6746,60.82,0.6315,-0.0344,-1.1591,1.9582,3.363,-1.9879,-32.591,327.67,327.67,97.4378
1.75,24.5371,14,-0.0057,0.4829,-0.1579,-63.0025,-0.5482,208.4577,15.4,0.13,712.3423,44.49282497,-79.18137973,-5.543,-6.9863,-2.7802,-2.4716,60.9506,0.8411,0.0657,-0.957,3.5162,1.8353,-0.9643,-32.5935,327.67,327.67,97.66
1.8,25.391,14,0.0059,0.4926,-0.1338,-62.5996,0.492,208.4638,15.374,0.13,821.3192,44.49282656,-79.18138373,-5.8789,-4.5996,-3.0596,-2.7093,61.1413,0.3062,-0.051,-1.3164,5.0311,0.985,-0.1868,-32.5939,327.67,327.67,97.6544
1.85,26.2211,14,0.0119,0.5079,-0.0814,-62.0382,0.971,208.4737,15.324,0.13,429.787,44.49282824,-79.18138785,-16.8125,-13.6641,-4.7465,-4.2295,60.8631,0.7274,-0.047,-1.3395,5.5201,0.2456,0.2652,-32.5915,327.67,327.67,97.6
1.9,27.1117,14,0.0215,0.5182,-0.1015,-62.0966,1.6919,208.4702,15.3,0.13,255.0378,44.4928299,-79.18139218,-10.7539,-7.9688,-3.6709,-3.1248,60.2794,1.562,0.0015,-0.9626,5.1316,-1.2018,0.6664,-32.5922,327.67,327.67,97.6
1.95,28.0582,14,0.0345,0.5238,-0.1886,-62.7271,2.6361,208.4544,15.3,0.13,169.4018,44.49283156,-79.18139671,-9.9805,-6.6777,-4.9602,-4.298,61.6831,1.5252,-0.0054,-0.8099,4.4756,-2.9051,1.1955,-32.5996,327.67,327.67,97.6
2,29.0157,14,0.0361,0.5239,-0.2163,-62.9132,2.7123,208.4445,15.3,0.13,170.2609,44.49283329,-79.18140137,-9.9688,-5.0625,-5.1927,-4.4685,61.1362,1.4041,-0.0108,-0.8831,3.6738,-5.0469,1.8232,-32.6032,327.67,327.67,97.6
2.05,29.9834,14,0.0273,0.5188,-0.1892,-62.6891,1.9873,208.44,15.3,0.13,240.1278,44.49283509,-79.18140614,-10.8125,-3.0127,-4.1898,-4.0317,61.2675,1.5506,0.0502,-0.865,3.2041,-6.3457,2.1729,-32.5959,327.67,327.67,97.6
2.1,30.8526,14,0.0197,0.5179,-0.1865,-62.4138,1.388,208.4363,15.274,0.13,353.7719,44.49283699,-79.181411,-10.793,-3.2285,-3.596,-4.8836,60.5419,1.4304,0.0525,-0.8464,3.084,-6.0469,2.3848,-32.5913,327.67,327.67,97.6
2.15,31.6309,14,0.0132,0.5207,-0.2063,-62.0911,0.9048,208.4333,15.224,0.13,556.3978,44.49283897,-79.18141593,-12.5352,-6.9043,-5.199,-4.2273,60.2694,0.5283,0.1081,-1.1113,2.7393,-4.8516,2.6816,-32.5951,327.67,327.67,97.6
2.2,32.555,14,0.0122,0.533,-0.22,-61.996,0.7985,208.4315,15.2,0.13,648.9153,44.49284101,-79.18142109,-10.1758,-3.4609,-4.9027,-4.3371,61.0681,0.5813,-0.0477,-0.9558,2.375,-3.5918,3,-32.5976,327.67,327.67,97.6
2.25,33.6138,14,0.0164,0.554,-0.2281,-62.111,1.04,208.4308,15.2,0.13,514.3983,44.4928431,-79.18142646,-20.4453,-17.2383,-6.0183,-4.8891,61.1131,3.1414,0.0029,-0.743,2.5469,-2.6641,3.2314,-32.5949,327.67,327.67,97.6456
2.3,34.708,14,0.0263,0.5653,-0.2561,-62.0614,1.6078,208.423,15.174,0.13,343.5791,44.49284525,-79.18143197,-9.3242,-5.3594,-5.2059,-4.6248,60.445,3.8959,0.2173,-1.0186,2.6191,-2.1719,3.4434,-32.5919,327.67,327.67,97.6989
2.35,35.8347,14,0.0416,0.5678,-0.3025,-61.8597,2.4766,208.4084,15.124,0.13,230.2843,44.49284746,-79.18143761,-19.9688,-16.207,-5.2535,-4.6766,60.555,3.8504,0.1946,-1.1848,2.002,-2.2285,3.9277,-32.5966,327.67,327.67,97.6433
2.4,36.8617,14,0.0575,0.5718,-0.3105,-61.719,3.3324,208.3998,15.1,0.13,176.0517,44.49284975,-79.18144338,-15.4453,-11.5039,-5.3203,-4.5868,60.4825,4.2448,0.1985,-1.1526,1.3254,-1.989,4.7342,-32.5995,327.67,327.67,97.6
2.45,37.7968,14,0.074,0.5772,-0.2833,-61.6347,4.1761,208.3966,15.1,0.13,144.0478,44.49285211,-79.18144927,-12.1133,-6.3428,-5.4697,-4.8657,61.1237,2.1238,-0.0779,-1.0492,1.2783,-0.7032,5.3676,-32.5995,327.67,327.67,97.6
2.5,38.7563,14,0.0793,0.5856,-0.2723,-61.3856,4.379,208.395,15.1,0.13,140.8607,44.49285459,-79.18145534,-6.916,-1.0632,-5.058,-4.3943,60.1775,0.9496,-0.0258,-1.0244,1.8236,0.9117,5.4797,-32.6004,327.67,327.67,97.6
2.55,39.7383,14,0.0743,0.5966,-0.2764,-60.9843,3.9904,208.3948,15.1,0.13,158.4954,44.49285718,-79.18146158,-11.6523,-10.4727,-6.9127,-6.8224,60.9981,0.3899,0.0564,-1.0564,2.8568,1.6892,5.2133,-32.6026,327.67,327.67,97.6
2.6,40.7795,14,0.0893,0.6015,-0.2685,-60.7212,4.6273,208.3929,15.074,0.13,140.2594,44.49285981,-79.18146797,-4.2432,-7.3965,-5.503,-4.752,60.9875,0.4255,0.068,-1.0771,4.6316,1.6999,5.0822,-32.6041,327.67,327.67,97.6
2.65,41.8754,14,0.1229,0.6006,-0.2496,-60.5855,6.211,208.3893,15.024,0.13,107.3049,44.49286249,-79.1814745,-5.3926,-10.2266,-6.6302,-6.1909,61.2513,1.3479,0.1968,-1.1821,6.5412,1.3694,5.4816,-32.6006,327.67,327.67,97.6
2.7,42.998,14,0.1512,0.5961,-0.2151,-60.2226,7.4587,208.3935,15,0.13,91.7499,44.49286534,-79.18148115,-12.7412,-12.4277,-4.3705,-4.2777,60.7944,1.3789,0.283,-1.1894,7.5971,1.127,6.2449,-32.592,327.67,327.67,97.6456
2.75,44.1453,14,0.1745,0.5883,-0.1662,-59.6499,8.3964,208.4048,15,0.13,83.6784,44.49286833,-79.1814879,-12.7539,-10.6602,-4.0967,-4.0683,60.9963,0.6961,0.2015,-1.1762,8.0617,0.8122,6.8432,-32.5935,327.67,327.67,97.7
2.8,45.1931,14,0.1927,0.5861,-0.1271,-59.0763,9.0571,208.4129,15,0.13,79.4151,44.49287141,-79.18149477,-8.7656,-4.5234,-3.8749,-2.7552,60.9544,0.0956,0.1347,-1.1731,8.0781,0.2178,7.4299,-32.5944,327.67,327.67,97.7
2.85,46.1491,14,0.2061,0.5891,-0.0971,-58.5018,9.4622,208.418,15,0.13,77.6228,44.49287458,-79.18150173,-6.0352,-1.4629,-5.4373,-4.7353,61.1888,0.4514,0.1949,-1.3215,6.9051,0.0885,8.6227,-32.5934,327.67,327.67,97.7122
2.9,47.0836,14,0.2287,0.5841,-0.0761,-58.0143,10.2468,208.4236,14.974,0.13,73.1307,44.49287785,-79.18150882,-11.6992,-5.6426,-5.4902,-4.7294,60.73,0.3602,0.1853,-1.2121,5.1719,-0.154,10.091,-32.592,327.67,327.67,97.7678
2.95,47.9981,14,0.2598,0.5718,-0.0634,-57.607,11.3817,208.4295,14.924,0.13,67.1178,44.4928812,-79.18151601,-16.2305,-10.4238,-5.2016,-4.2505,60.9456,0.7677,0.28,-0.9921,3.5661,-1.7657,11.5676,-32.5927,327.67,327.67,97.8
3,49.035,14,0.2852,0.5548,-0.0536,-57.106,12.2348,208.4323,14.9,0.13,63.7868,44.49288472,-79.1815233,-10.2656,-5.2422,-2.322,-2.0007,61.5213,0.563,0.2416,-0.752,2.6704,-3.0429,13.507,-32.5944,327.67,327.67,97.8
3.05,50.1849,14,0.3053,0.5335,-0.0465,-56.5185,12.8278,208.432,14.9,0.13,62.2647,44.49288838,-79.18153067,-7.1094,-3.5254,-5.5249,-4.9777,60.8862,-0.1734,0.1822,-0.7961,2.4405,-2.5716,15.7766,-32.589,327.67,327.67,97.8
3.1,51.0108,14,0.3254,0.517,-0.0324,-55.7118,13.4089,208.4358,14.874,0.13,60.5463,44.49289216,-79.181538,-10.0381,-9.3027,-5.1027,-4.6076,61.0062,0.3005,0.2875,-1.0688,2.4604,-1.7121,17.2906,-32.5827,327.67,327.67,97.8
3.15,51.5377,14,0.3456,0.5049,-0.0119,-54.7028,13.9792,208.4432,14.824,0.13,58.6764,44.49289607,-79.18154528,-4.5488,-4.4902,-0.267,0.2614,60.1325,0.5585,0.3937,-1.2035,2.8996,-1.4767,17.3414,-32.5864,327.67,327.67,97.8
3.2,52.2886,14,0.3536,0.4856,0.0042,-53.9165,14.0636,208.449,14.8,0.13,59.1739,44.49290013,-79.1815527,-8.5898,-5.0576,-3.8385,-3.4942,60.2819,0.1624,0.4232,-1.1742,3.2158,-1.7317,16.475,-32.5902,327.67,327.67,97.6389
3.25,53.2463,14,0.3504,0.4597,0.0162,-53.3359,13.6996,208.4531,14.8,0.13,61.8589,44.49290432,-79.18156024,-11.1133,-9.625,-4.4477,-3.9339,60.7794,0.5511,0.3021,-0.9535,3.6507,-2.629,15.2094,-32.5952,327.67,327.67,89.5833
3.3,54.1756,14,0.3515,0.4296,0.0047,-52.7715,13.5235,208.451,14.8,0.1326,63.7581,44.49290859,-79.18156783,-9.1992,-6.1445,-4.903,-4.2846,60.6862,0.0385,0.2703,-0.9592,4.2615,-3.6632,14.223,-32.6023,327.67,327.67,73.1189
3.35,55.0787,14,0.3567,0.3957,-0.0287,-52.2222,13.5208,208.4433,14.8,0.1376,64.8337,44.49291295,-79.18157545,-6.5273,-2.9473,-0.0979,0.2443,59.7081,0.0468,0.3601,-0.9867,4.7285,-3.8405,13.7578,-32.6002,327.67,327.67,26.8411
3.4,55.6505,14,0.3501,0.3528,-0.0234,-51.6155,13.1019,208.445,14.774,0.14,67.6015,44.49291742,-79.18158303,-1.6143,-0.1402,-2.1714,-1.6803,60.0706,0.0471,0.3414,-1.0713,4.5744,-3.2283,13.2516,-32.5961,327.67,327.67,0
3.45,55.9166,14,0.3326,0.3014,0.0174,-50.9559,12.2986,208.4555,14.724,0.14,72.3612,44.492922,-79.18159057,-0.6694,4.3242,0.2656,0.5083,60.71,0.3514,0.194,-1.0142,3.3346,-2.2261,12.45,-32.6013,327.67,327.67,0
3.5,56.0694,14,0.3093,0.2415,0.0537,-50.3677,11.3208,208.4648,14.7,0.14,78.8261,44.49292658,-79.18159805,-1.0635,4.5234,0.1832,0.4611,61.0456,0.1885,0.2464,-1.039,1.7027,-1.1015,11.4418,-32.6055,327.67,327.67,2.2044
3.55,56.1179,14,0.2806,0.1737,0.0857,-49.8455,10.1819,208.4731,14.7,0.14,87.7189,44.49293118,-79.18160546,-12.8906,-6.77,-3.6781,-2.7372,60.7831,0.1785,0.1254,-1.0879,0.2557,-0.8243,10.5176,-32.6028,327.67,327.67,5.76
3.6,56.3854,14,0.2588,0.1189,0.088,-49.3883,9.3263,208.477,14.7,0.14,96.2226,44.49293587,-79.18161291,-8.375,-2.666,-0.0005,1.0499,60.7694,0.6388,0.1227,-0.9673,-0.3368,-2.11,9.718,-32.5902,327.67,327.67,36.5122
3.65,56.8551,14,0.2434,0.0763,0.0631,-48.9911,8.7322,208.477,14.7,0.14,103.6249,44.49294067,-79.18162039,-5.9434,-1.4629,0.1637,1.152,60.09,0.7009,0.1521,-0.868,0.2726,-3.4895,9.2375,-32.5906,327.67,327.67,72.7789
3.7,57.0028,14,0.2369,0.0458,0.0528,-48.6275,8.4729,208.4743,14.7,0.1426,107.0735,44.49294545,-79.18162778,-2.1211,-0.2752,0.0558,1.0403,60.0744,0.5469,0.1888,-0.88,1.5621,-4.093,8.9781,-32.5933,327.67,327.67,86.7233
3.75,56.8534,14,0.2387,0.0267,0.0561,-48.2949,8.5227,208.4693,14.7,0.1476,106.1694,44.49295023,-79.18163507,3.7686,4.2598,0.3052,1.0316,60.6919,-0.0977,0.256,-0.9641,3.2477,-3.3434,8.55,-32.601,327.67,327.67,97.6367
3.8,56.6712,14,0.2246,0.0501,0.0643,-47.8618,8.0093,208.4707,14.674,0.15,112.6129,44.49295504,-79.18164226,3.4385,3.5898,0.0992,0.8431,59.8413,-0.1483,0.3063,-1.0475,4.5633,-1.1484,7.9656,-32.6055,327.67,327.67,97.8033
3.85,56.4588,14,0.1957,0.1128,0.077,-47.3358,6.9761,208.4782,14.624,0.15,128.8077,44.4929599,-79.18164937,-5.582,-2.9199,-0.0272,0.9298,60.7962,0.7388,0.2634,-1.1748,5.3594,0.4808,7.0172,-32.6066,327.67,327.67,97.7833
3.9,56.9204,14,0.1717,0.1807,0.0696,-47.0531,6.108,208.4774,14.6,0.15,148.3158,44.49296489,-79.1816567,-10.4648,-5.1562,-0.0101,0.8714,60.9787,1.5555,0.3038,-1.043,5.7945,0.9334,5.7875,-32.6085,327.67,327.67,97.5056
3.95,58.0042,14,0.1523,0.2534,0.0436,-46.995,5.3925,208.469,14.6,0.15,171.1944,44.49297001,-79.18166424,-6.6445,-2.958,-0.421,0.4423,60.1712,0.7548,0.172,-0.912,5.3719,0.9182,5.082,-32.5986,327.67,327.67,97.4689
4,58.9513,14,0.1361,0.3108,0.0288,-46.8303,4.7897,208.4621,14.6,0.15,195.8867,44.49297522,-79.18167179,-9.6914,-7.832,-4.8578,-3.2255,60.4456,0.2578,0.1668,-0.9451,4.322,-0.1703,5.1387,-32.5906,327.67,327.67,97.58
4.05,59.7722,14,0.123,0.354,0.0243,-46.5672,4.291,208.4565,14.6,0.15,221.6996,44.4929805,-79.18167937,-6.2559,-1.5171,-2.5548,16.5048,61.0906,-0.0963,0.2329,-1.0488,3.2168,-1.7471,5.3812,-32.5957,327.67,327.67,97.6456
4.1,60.4252,14,0.1033,0.3902,0.0228,-46.3331,3.5708,208.4521,14.6,0.15,269.3224,44.49298584,-79.18168701,-4.1895,1.3979,-5.0421,-4.3,61.4919,-0.5355,0.3335,-1.1546,2.0426,-1.9109,5.1529,-32.5958,327.67,327.67,97.6989
4.15,60.9231,14,0.0773,0.4198,0.0243,-46.1258,2.6463,208.4487,14.6,0.15,366.4124,44.49299123,-79.1816947,-8.8223,-6.0845,-2.4042,-1.722,60.8694,-0.2052,0.0986,-1.1674,1.5108,-1.1755,4.2355,-32.5882,327.67,327.67,97.6433
4.2,61.5545,14,0.0508,0.446,0.0316,-46.0648,1.7223,208.4512,14.574,0.15,568.8063,44.49299667,-79.18170252,-6.0469,2.0781,-4.3791,-3.6661,60.7456,0.4761,0.0735,-1.1616,1.5282,-0.2403,3.0582,-32.5832,327.67,327.67,97.6
4.25,62.3092,14,0.0237,0.4691,0.0442,-46.139,0.799,208.4592,14.524,0.15,1241.2092,44.49300215,-79.18171047,-6.5,-1.4248,-3.683,-3.0772,60.1931,0.6704,0.1541,-1.1266,1.9729,0.1156,1.9769,-32.587,327.67,327.67,97.6
4.3,63.0431,14,0.0052,0.4534,0.0424,-46.1905,0.1745,208.4602,14.5,0.15,5751.2041,44.49300769,-79.18171853,-10.8555,-3.4824,-3.1453,-2.3526,60.2887,0.6755,0.0537,-1.029,2.51,-1.1712,1.3472,-32.5957,327.67,327.67,97.6
4.35,63.7581,14,-0.0055,0.4017,0.0271,-46.2212,-0.1742,208.455,14.5,0.15,5826.1934,44.49301329,-79.18172669,-16.7969,-13.2598,-1.0341,-0.7067,60.4044,0.3679,0.209,-0.9413,3.177,-2.8897,1.0967,-32.5996,327.67,327.67,97.6
4.4,64.3773,14,-0.0074,0.3554,0.0153,-46.2546,-0.2371,208.4512,14.5,0.15,4322.1265,44.49301894,-79.18173487,-2.9102,0.853,-0.1099,0.6323,60.3525,0.048,0.0617,-1.0336,3.3181,-2.4028,1.2195,-32.6018,327.67,327.67,97.6
4.45,64.9081,14,-0.0011,0.3142,0.0065,-46.2905,-0.0362,208.4488,14.5,0.15,10000,44.49302464,-79.18174308,-9.1875,-3.9248,-3.4306,-3.1923,60.0713,0.0139,-0.0059,-1.1451,2.9019,-1.3403,1.4233,-32.6012,327.67,327.67,97.6
4.5,65.5506,14,-0.0053,0.3118,-0.0039,-46.29,-0.1638,208.4432,14.5,0.15,6370.6143,44.4930304,-79.18175141,-7.0977,-0.572,-0.2214,-0.0081,61.1594,0.5853,0.0617,-1.1055,2.3157,-2.1514,1.5686,-32.5983,327.67,327.67,97.6
4.55,66.2961,14,-0.0192,0.3453,-0.016,-46.256,-0.5945,208.4346,14.5,0.15,1774.7687,44.49303621,-79.18175984,-6.9004,-0.9231,0.0784,0.3925,60.7094,-0.1229,0.0256,-1.0371,2.139,-2.8396,1.5086,-32.5934,327.67,327.67,97.6
4.6,66.8537,14,-0.0202,0.3537,-0.0265,-46.2103,-0.6251,208.4275,14.474,0.15,1702.1407,44.49304208,-79.1817683,-9.041,-6.5215,-5.0331,-4.4119,60.5456,-0.4421,0.135,-1.0752,2.2434,-2.0472,1.3154,-32.5884,327.67,327.67,97.6
4.65,67.2378,14,-0.0093,0.3389,-0.0357,-46.1539,-0.2863,208.4218,14.424,0.15,3737.9226,44.493048,-79.18177678,-5.5332,-3.04,0.0467,0.2889,60.3019,-0.1597,0.2054,-1.1182,2.9896,-1.7727,0.9357,-32.5954,327.67,327.67,97.6
4.7,67.7748,14,-0.0048,0.3228,-0.0426,-46.1781,-0.1452,208.4168,14.4,0.15,7429.0391,44.49305394,-79.18178536,-3.8545,-0.0862,0.5138,0.5395,60.6437,0.3078,0.2404,-1.0568,3.8448,-2.6363,0.537,-32.5976,327.67,327.67,97.6
