time,lat,long,throttle
9.4,44.49290694,-79.18263285,67.71
9.45,44.49289827,-79.18263677,80.7144
9.5,44.49288955,-79.18264061,93.4233
9.55,44.49288079,-79.18264437,94.59
9.6,44.49287197,-79.18264814,95.4878
9.65,44.49286309,-79.18265191,95.4322
9.7,44.49285413,-79.18265562,95.4
9.75,44.49284511,-79.18265927,95.4
9.8,44.49283606,-79.18266279,95.5378
9.85,44.49282698,-79.18266621,95.76
9.9,44.49281778,-79.18266954,95.8
9.95,44.49280846,-79.1826728,95.8011
10,44.4927991,-79.18267596,95.8567
10.05,44.4927897,-79.18267903,95.9122
10.1,44.49278024,-79.18268203,95.9678
10.15,44.49277073,-79.18268495,95.1133
10.2,44.49276116,-79.18268775,93.0022
10.25,44.49275153,-79.18269043,88.7556
10.3,44.49274188,-79.18269306,83.2
10.35,44.49273221,-79.18269564,81.4711
10.4,44.49272249,-79.18269814,80.58
10.45,44.49271274,-79.18270056,79.58
10.5,44.49270299,-79.18270292,77.9811
10.55,44.49269322,-79.18270521,74.2589
10.6,44.49268341,-79.18270732,66.4767
10.65,44.49267355,-79.18270926,53.0878
10.7,44.4926637,-79.18271095,37.5633
10.75,44.49265385,-79.18271242,20.73
10.8,44.492644,-79.18271377,16.1056
10.85,44.49263413,-79.18271499,14.24
10.9,44.49262434,-79.18271605,16.24
10.95,44.4926146,-79.18271695,18.3133
11,44.49260493,-79.18271764,20.6467
11.05,44.49259531,-79.18271812,21.8367
11.1,44.4925858,-79.18271848,21.4478
11.15,44.49257639,-79.18271872,21.4033
11.2,44.49256702,-79.18271878,21.57
11.25,44.4925577,-79.18271866,21.4633
11.3,44.49254856,-79.18271832,21.3022
11.35,44.49253958,-79.18271776,21.4133
11.4,44.49253066,-79.18271692,21.4267
11.45,44.49252179,-79.18271583,21.0933
11.5,44.49251307,-79.18271451,20.9467
11.55,44.49250448,-79.182713,21.0578
11.6,44.49249601,-79.18271115,21.1689
11.65,44.49248766,-79.18270901,21.28
11.7,44.49247944,-79.18270658,21.1633
11.75,44.49247134,-79.18270387,21.0022
11.8,44.49246343,-79.18270079,21.1133
11.85,44.49245569,-79.18269736,21.4689
11.9,44.49244812,-79.18269364,22.6911
11.95,44.49244071,-79.18268966,23.4233
