time,lat,long,throttle
61.1,44.49285417,-79.18207479,92.1444
61.15,44.49285166,-79.18206709,96.0333
61.2,44.49284889,-79.18205966,97.2389
61.25,44.49284586,-79.1820525,97.2944
61.3,44.49284255,-79.18204525,97.3
61.35,44.49283899,-79.18203792,97.3
61.4,44.49283517,-79.18203083,97.3
61.45,44.49283111,-79.18202397,97.3
61.5,44.49282674,-79.18201737,97.3
61.55,44.49282209,-79.182011,97.3141
61.6,44.49281719,-79.18200474,97.3646
61.65,44.49281208,-79.18199857,97.3833
61.7,44.49280675,-79.18199271,97.3278
61.75,44.49280125,-79.18198715,97.3
61.8,44.49279544,-79.18198181,97.3
61.85,44.49278937,-79.18197669,97.3389
61.9,44.49278306,-79.18197194,97.3944
61.95,44.49277654,-79.18196754,97.4
62.0,44.49276986,-79.18196337,97.4056
62.05,44.49276303,-79.18195943,97.4611
62.1,44.49275602,-79.1819559,97.5167
62.15,44.49274885,-79.18195275,97.5722
62.2,44.49274157,-79.18194991,97.6
62.25,44.4927342,-79.18194738,97.6
62.3,44.49272666,-79.18194516,97.5611
62.35,44.49271897,-79.18194325,97.5056
62.4,44.49271118,-79.18194172,97.5
62.45,44.4927033,-79.18194055,97.5
62.5,44.49269531,-79.18193964,97.5
62.55,44.49268722,-79.181939,97.5
62.6,44.49267907,-79.18193855,97.5
62.65,44.49267086,-79.18193828,97.5
62.7,44.49266253,-79.18193814,97.5
62.75,44.49265408,-79.1819381,97.5
62.8,44.49264564,-79.18193791,97.5
62.85,44.49263719,-79.18193757,97.5
62.9,44.4926287,-79.18193689,97.5
62.95,44.49262017,-79.18193591,97.5
63.0,44.4926116,-79.18193466,97.5
63.05,44.49260302,-79.18193317,97.5
63.1,44.49259443,-79.1819313,97.5
63.15,44.49258584,-79.18192908,97.5
63.2,44.49257732,-79.18192638,97.5
63.25,44.49256887,-79.18192324,97.5
63.3,44.49256047,-79.18191969,97.55
63.35,44.49255214,-79.18191576,97.5944
63.4,44.49254392,-79.18191137,97.5389
63.45,44.49253582,-79.18190654,97.5
63.5,44.49252783,-79.18190132,97.5
63.55,44.49251994,-79.18189575,97.5278
63.6,44.49251225,-79.18188969,97.5833
63.65,44.49250472,-79.18188319,97.6
63.7,44.49249731,-79.18187628,97.6
63.75,44.49249,-79.18186898,97.65
63.8,44.49248289,-79.18186135,97.6945
63.85,44.49247596,-79.1818534,97.6389
63.9,44.49246923,-79.18184505,97.6167
63.95,44.49246268,-79.18183633,97.6722
64.0,44.49245634,-79.18182721,97.7
64.05,44.4924502,-79.18181771,97.7
64.1,44.4924443,-79.18180791,97.7
64.15,44.49243861,-79.18179783,97.7
64.2,44.49243315,-79.1817875,97.7
64.25,44.4924279,-79.18177692,97.7
64.3,44.49242289,-79.18176606,97.7
64.35,44.4924181,-79.18175492,95.1833
64.4,44.49241345,-79.18174369,86.7944
64.45,44.49240893,-79.18173236,75.0444
64.5,44.4924045,-79.18172097,59.9333
64.55,44.49240017,-79.18170953,56.0222
64.6,44.492396,-79.18169834,56.9111
64.65,44.492392,-79.18168737,57.7
64.7,44.49238799,-79.1816766,58.4278
64.75,44.49238399,-79.18166601,58.7056
64.8,44.49237994,-79.18165573,58.95
64.85,44.49237584,-79.18164573,59.1167
64.9,44.49237165,-79.1816361,59.2
64.95,44.49236739,-79.1816268,59.2
65.0,44.49236296,-79.18161781,59.3167
65.05,44.49235836,-79.18160909,59.4833
65.1,44.49235357,-79.18160091,58.0
65.15,44.4923486,-79.18159324,56.1722
65.2,44.49234353,-79.18158562,52.8944
65.25,44.49233838,-79.18157806,53.2167
65.3,44.49233308,-79.18157107,61.9389
65.35,44.49232764,-79.1815646,66.9944
65.4,44.49232188,-79.18155883,68.3833
65.45,44.4923158,-79.18155371,65.4944
65.5,44.4923097,-79.18154882,60.7722
65.55,44.49230356,-79.18154413,59.95
65.6,44.49229728,-79.18154007,59.6333
65.65,44.49229084,-79.18153659,59.9667
65.7,44.49228436,-79.1815333,60.1
65.75,44.49227784,-79.18153017,59.7667
65.8,44.49227112,-79.18152764,60.0167
65.85,44.49226422,-79.18152566,60.85
65.9,44.49225738,-79.18152399,59.6385
65.95,44.49225061,-79.18152262,57.5505
66.0,44.49224371,-79.18152173,58.444
66.05,44.4922367,-79.18152129,59.744
66.1,44.49222967,-79.18152145,59.636
66.15,44.49222261,-79.18152215,59.336
66.2,44.49221569,-79.18152344,58.772
66.25,44.4922089,-79.18152526,58.172
66.3,44.49220211,-79.1815275,56.1889
66.35,44.49219534,-79.18153015,54.0172
66.4,44.49218861,-79.18153318,52.85
66.45,44.49218194,-79.18153656,52.15
66.5,44.49217546,-79.18154035,54.65
66.55,44.49216915,-79.18154452,56.9
66.6,44.49216313,-79.18154927,58.5667
66.65,44.49215738,-79.18155458,59.7611
66.7,44.49215185,-79.18156016,60.4833
66.75,44.49214654,-79.18156601,64.9778
66.8,44.49214149,-79.1815723,71.0889
66.85,44.49213667,-79.18157899,72.35
66.9,44.49213178,-79.18158577,73.7222
66.95,44.49212682,-79.18159263,80.9444
67.0,44.49212203,-79.18159967,86.4167
67.05,44.49211739,-79.18160686,87.8056
67.1,44.49211262,-79.18161423,89.5278
67.15,44.49210772,-79.18162176,91.5833
67.2,44.49210261,-79.18162898,91.85
67.25,44.49209731,-79.18163593,91.35
67.3,44.49209183,-79.18164264,91.25
67.35,44.49208619,-79.18164912,91.3111
67.4,44.49208036,-79.18165533,92.4222
67.45,44.49207435,-79.18166129,93.8833
67.5,44.49206816,-79.1816669,96.1611
67.55,44.4920618,-79.18167221,97.3556
67.6,44.49205514,-79.18167691,97.4667
67.65,44.49204822,-79.18168104,97.5389
67.7,44.49204123,-79.18168484,97.5944
67.75,44.49203419,-79.18168834,97.6
67.8,44.49202704,-79.18169138,97.6
67.85,44.49201982,-79.181694,97.6
67.9,44.49201244,-79.18169616,97.6
67.95,44.49200494,-79.18169791,97.6
68.0,44.49199743,-79.18169928,97.6
68.05,44.49198992,-79.1817003,97.6
68.1,44.49198239,-79.18170086,97.6
68.15,44.49197482,-79.181701,97.6
68.2,44.49196715,-79.18170103,97.6
68.25,44.49195938,-79.18170096,97.6
68.3,44.49195155,-79.18170032,97.6
68.35,44.49194366,-79.18169914,97.6
68.4,44.4919357,-79.1816976,97.6
68.45,44.49192766,-79.18169574,97.6
68.5,44.49191957,-79.18169373,97.6
68.55,44.49191143,-79.18169161,97.6
68.6,44.49190323,-79.18168929,97.6
68.65,44.49189497,-79.18168678,97.6
68.7,44.49188666,-79.18168413,97.5944
68.75,44.4918783,-79.18168136,97.5389
68.8,44.49186989,-79.18167851,97.5
68.85,44.49186142,-79.18167559,97.5
68.9,44.49185292,-79.18167265,97.5
68.95,44.49184439,-79.18166968,97.5
69.0,44.49183579,-79.18166672,97.5
69.05,44.49182713,-79.18166376,97.5
69.1,44.49181838,-79.18166083,97.5
69.15,44.49180957,-79.18165794,97.5
69.2,44.4918007,-79.18165501,97.5
69.25,44.49179178,-79.18165205,97.5
69.3,44.4917828,-79.18164918,97.5
69.35,44.49177377,-79.18164639,97.5278
69.4,44.4917647,-79.18164347,97.5833
69.45,44.49175558,-79.18164042,97.6
69.5,44.49174641,-79.18163744,97.6
69.55,44.49173721,-79.18163452,97.65
69.6,44.49172793,-79.18163154,97.7
69.65,44.49171859,-79.18162851,97.7
69.7,44.49170923,-79.18162542,97.7
69.75,44.49169984,-79.18162225,97.7
69.8,44.49169043,-79.18161891,97.7
69.85,44.49168101,-79.18161539,97.7
69.9,44.49167159,-79.18161173,97.7
69.95,44.49166218,-79.18160794,97.7
70.0,44.49165275,-79.18160386,85.4
70.05,44.49164332,-79.18159952,71.4611
70.1,44.49163392,-79.18159505,55.0722
70.15,44.49162456,-79.18159048,43.0333
70.2,44.49161536,-79.18158569,41.1444
70.25,44.49160631,-79.18158071,40.2
70.3,44.49159743,-79.18157556,40.2
70.35,44.4915887,-79.18157025,40.3167
70.4,44.4915802,-79.18156482,40.4833
70.45,44.4915719,-79.18155926,40.7
70.5,44.49156392,-79.18155348,40.8778
70.55,44.49155626,-79.18154748,40.6556
70.6,44.49154888,-79.18154127,40.6833
70.65,44.49154179,-79.18153486,41.2944
70.7,44.49153503,-79.18152821,41.626
